Event,Date,UTC time,Local time,Latitude,Longitude,Depth,Magnitude,Mag. type,Max. int,Region,More Info
,,,(*),,,(km),,,,,
es2021kaadz,23/05/2021,6:42:15,8:42:15,35.4417,-3.6981,1,4.2,Mw,III,ALBORÁN SUR,
es2021jzzju,23/05/2021,6:18:39,8:18:39,35.3674,-3.6901,2,4.1,Mw,III,NE ALHUCEMAS.MAC,
es2021jwrzi,21/05/2021,11:10:55,13:10:55,35.449,-3.6549,0,4.1,Mw,III,ALBORÁN SUR,
es2021jvtbu,20/05/2021,22:35:32,0:35:32,42.0982,-7.4867,0,3.6,Mw,III-IV,NW LAZA.OU,
es2021jmafc,15/05/2021,14:51:39,16:51:39,42.1143,-7.4907,1,3.4,mbLg,III-IV,NW LAZA.OU,
es2021jkrte,14/05/2021,21:27:16,23:27:16,42.0885,-7.4716,0,3.4,mbLg,III-IV,NW LAZA.OU,
es2021jfksd,12/05/2021,0:13:59,2:13:59,35.5543,-9.0633,35,3.7,mbLg,,SW CABO DE SAN VICENTE,
es2021imzmk,01/05/2021,22:10:06,0:10:06,35.4227,-3.6167,2,4.3,Mw,III,ALBORÁN SUR,
es2021igueb,28/04/2021,12:40:51,14:40:51,35.4957,-3.6635,0,4.1,Mw,III,ALBORÁN SUR,
es2021gbsbh,28/03/2021,7:01:35,9:01:35,37.2244,-3.7755,0,3.3,mbLg,III-IV,NE FUENTE VAQUEROS.GR,
es2021folhm,21/03/2021,0:52:47,1:52:47,37.1683,-3.78,0,2.9,mbLg,III-IV,SW CHAUCHINA.GR,
es2021fnhwo,20/03/2021,10:01:07,11:01:07,37.1935,-3.7284,0,2.1,mbLg,III-IV,NW SANTA FE.GR,
es2021fjqnm,18/03/2021,9:51:36,10:51:36,38.8519,-9.0265,2,3.7,mbLg,,SE POVOA DE SANTA IRIA.POR,
es2021fixdr,18/03/2021,0:04:05,1:04:05,36.7884,5.4158,0,6,Mw,II,MEDITERRÁNEO-ARGELIA,
